unique_id,ds,cutoff,y,Naive,SeasonalNaive,AutoETS,AutoARIMA,xgboost,NBEATS,NHITS
hotel_0,2023-03-01,2023-02-10,0.8395061728395061,0.691358024691358,0.6666666666666666,0.7277518609552107,0.7796718423399099,0.92094946,0.47045475,0.6739118
hotel_0,2023-03-02,2023-02-10,0.8271604938271605,0.691358024691358,0.8395061728395061,0.7277518609552107,0.7796718423399099,0.9039148,0.49638373,0.7940312
hotel_0,2023-03-03,2023-02-10,0.9876543209876543,0.691358024691358,0.691358024691358,0.7277518609552107,0.7796718423399099,0.909826,0.6449119,0.8257109
hotel_0,2023-03-04,2023-02-10,0.9753086419753086,0.691358024691358,0.9876543209876543,0.7277518609552107,0.7796718423399099,0.9035991,0.56367403,0.902106
hotel_0,2023-03-05,2023-02-10,0.8148148148148148,0.691358024691358,0.6049382716049383,0.7277518609552107,0.7796718423399099,0.7062367,0.20688674,0.7461305
hotel_0,2023-03-06,2023-02-10,0.7777777777777778,0.691358024691358,0.9135802469135802,0.7277518609552107,0.7796718423399099,0.76020336,0.4443874,0.88619614
hotel_0,2023-03-07,2023-02-10,0.9629629629629629,0.691358024691358,0.7160493827160493,0.7277518609552107,0.7796718423399099,0.833606,0.55509347,0.88076955
hotel_0,2023-03-08,2023-02-10,0.9876543209876543,0.691358024691358,0.6666666666666666,0.7277518609552107,0.7796718423399099,0.9335789,0.5583462,0.7431593
hotel_0,2023-03-09,2023-02-10,0.8024691358024691,0.691358024691358,0.8395061728395061,0.7277518609552107,0.7796718423399099,0.9291817,0.70313895,0.7543533
hotel_0,2023-03-10,2023-02-10,0.9876543209876543,0.691358024691358,0.691358024691358,0.7277518609552107,0.7796718423399099,0.9028514,0.86672616,0.6863804
hotel_0,2023-03-11,2023-03-10,0.9876543209876543,0.9876543209876543,0.9753086419753086,0.9407194187653529,0.9603445735412984,0.996861,0.9844904,0.9893225
hotel_0,2023-03-12,2023-03-10,0.8518518518518519,0.9876543209876543,0.8148148148148148,0.9407194187653529,0.9233980031342276,0.8451854,0.77318007,0.6876964
hotel_0,2023-03-13,2023-03-10,0.9629629629629629,0.9876543209876543,0.7777777777777778,0.9407194187653529,0.9066405445142954,0.88099664,0.9067762,0.6446817
hotel_0,2023-03-14,2023-03-10,0.9382716049382716,0.9876543209876543,0.9629629629629629,0.9407194187653529,0.9019771223422847,0.90870905,0.8862437,0.69465107
hotel_0,2023-03-15,2023-03-10,0.9876543209876543,0.9876543209876543,0.9876543209876543,0.9407194187653529,0.9014537480372414,0.9274232,0.9602446,0.6982582
